SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,CABANA MAIOR (02G/12UG),,CABANA MAIOR (02G/12UG),,CABANA MAIOR (02G/12UG),,CABANA MAIOR (02G/12UG),,CABANA MAIOR (extinta) (02G/10U),,CABANA MAIOR (extinta) (02G/10U),,CABANA MAIOR (extinta) (02G/10U),,CABANA MAIOR (extinta) (02G/10U),,CABANAS DE TORRES (19C/02U),,CABANAS DE TORRES (19C/02U),,CABANAS DE TORRES (19C/02U),,CABANAS DE TORRES (19C/02U),,CABECEIRAS DE BASTO (04J/06UG),,CABECEIRAS DE BASTO (04J/06UG),,CABECEIRAS DE BASTO (04J/06UG),,CABECEIRAS DE BASTO (04J/06UG),,CABEÇO DE VIDE (19L/01UG),,CABEÇO DE VIDE (19L/01UG),,CABEÇO DE VIDE (19L/01UG),,CABEÇO DE VIDE (19L/01UG),,CABEÇO MONTEIRO (14N/04C),,CABEÇO MONTEIRO (14N/04C),,CABEÇO MONTEIRO (14N/04C),,CABEÇO MONTEIRO (14N/04C),,CABREIRO (02G/05UG),,CABREIRO (02G/05UG),,CABREIRO (02G/05UG),,CABREIRO (02G/05UG),,
20/10/1986 09:00,,,2.1,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,2,(vco),,,,,
21/10/1986 09:00,,,1.8,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,4,(vco),,,,,
22/10/1986 09:00,,,0.6,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
23/10/1986 09:00,,,11.8,(vco),,,,,,,,,,,,,,,,,,,,,,,16,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,24.5,(vco),,,,,
24/10/1986 09:00,,,9.3,(vco),,,,,,,,,,,,,,,,,,,,,,,4,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,3.5,(vco),,,,,
25/10/1986 09:00,,,1.4,(vco),,,,,,,,,,,,,,,,,,,,,,,23,(vco),,,,,,,10,(vco),,,,,,,,,,,,,,,19.5,(vco),,,,,
26/10/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
27/10/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
28/10/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
29/10/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
30/10/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
31/10/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
01/11/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
02/11/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
03/11/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
04/11/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
05/11/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
06/11/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
07/11/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
08/11/1986 09:00,,,9.6,(vco),,,,,,,,,,,,,,,,,,,,,,,0.8,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,7,(vco),,,,,
09/11/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
10/11/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
11/11/1986 09:00,,,30.8,(vco),,,,,,,,,,,,,,,,,,,,,,,35,(vco),,,,,,,17,(vco),,,,,,,,,,,,,,,75,(vco),,,,,
12/11/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,5,(vco),,,,,,,6,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
13/11/1986 09:00,,,30.7,(vco),,,,,,,,,,,,,,,,,,,,,,,26,(vco),,,,,,,10.7,(vco),,,,,,,,,,,,,,,51.5,(vco),,,,,
14/11/1986 09:00,,,63.6,(vco),,,,,,,,,,,,,,,,,,,,,,,31,(vco),,,,,,,5.8,(vco),,,,,,,,,,,,,,,94.5,(vco),,,,,
15/11/1986 09:00,,,12.3,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,20.5,(vco),,,,,
16/11/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,4,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
17/11/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
18/11/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
19/11/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
20/11/1986 09:00,,,7.3,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,5.5,(vco),,,,,
21/11/1986 09:00,,,4.4,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,2,(vco),,,,,,,,,,,,,,,5,(vco),,,,,
22/11/1986 09:00,,,12.3,(vco),,,,,,,,,,,,,,,,,,,,,,,12.5,(vco),,,,,,,4.5,(vco),,,,,,,,,,,,,,,16.5,(vco),,,,,
23/11/1986 09:00,,,4.7,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,9,(vco),,,,,
24/11/1986 09:00,,,1.6,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
25/11/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
26/11/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
27/11/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
28/11/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
29/11/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
30/11/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
01/12/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
02/12/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
03/12/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
04/12/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
05/12/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
06/12/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
07/12/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
08/12/1986 09:00,,,18.7,(vco),,,,,,,,,,,,,,,,,,,,,,,22,(vco),,,,,,,15.5,(vco),,,,,,,,,,,,,,,40,(vco),,,,,
09/12/1986 09:00,,,2.3,(vco),,,,,,,,,,,,,,,,,,,,,,,3,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,6.5,(vco),,,,,
10/12/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
11/12/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,1.5,(vco),,,,,
12/12/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,6,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,2,(vco),,,,,
13/12/1986 09:00,,,31.8,(vco),,,,,,,,,,,,,,,,,,,,,,,13,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,27.5,(vco),,,,,
14/12/1986 09:00,,,10.5,(vco),,,,,,,,,,,,,,,,,,,,,,,24.9,(vco),,,,,,,10,(vco),,,,,,,,,,,,,,,16.5,(vco),,,,,
15/12/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,5,(vco),,,,,,,14,(vco),,,,,,,,,,,,,,,6.3,(vco),,,,,
16/12/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,2,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,8.5,(vco),,,,,
17/12/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
18/12/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,7,(vco),,,,,
19/12/1986 09:00,,,4.2,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,6,(vco),,,,,
20/12/1986 09:00,,,6.8,(vco),,,,,,,,,,,,,,,,,,,,,,,7,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,8.5,(vco),,,,,
21/12/1986 09:00,,,9.4,(vco),,,,,,,,,,,,,,,,,,,,,,,3,(vco),,,,,,,0.6,(vco),,,,,,,,,,,,,,,5,(vco),,,,,
22/12/1986 09:00,,,6.8,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,1.3,(vco),,,,,,,,,,,,,,,6.3,(vco),,,,,
23/12/1986 09:00,,,1.3,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
24/12/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
25/12/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
26/12/1986 09:00,,,2.1,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
27/12/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,8,(vco),,,,,
28/12/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
29/12/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
30/12/1986 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
31/12/1986 09:00,,,6.7,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,5,(vco),,,,,
01/01/1987 09:00,,,3.4,(vco),,,,,,,,,,,,,,,,,,,,,,,6,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
02/01/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,9,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,9,(vco),,,,,
03/01/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
04/01/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
05/01/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
06/01/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
07/01/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
08/01/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
09/01/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,12,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,8,(vco),,,,,
10/01/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,15.2,(vco),,,,,,,4,(vco),,,,,,,,,,,,,,,6,(vco),,,,,
11/01/1987 09:00,,,1.3,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,35,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
12/01/1987 09:00,,,10.8,(vco),,,,,,,,,,,,,,,,,,,,,,,16,(vco),,,,,,,5,(vco),,,,,,,,,,,,,,,8.5,(vco),,,,,
13/01/1987 09:00,,,13.8,(vco),,,,,,,,,,,,,,,,,,,,,,,22,(vco),,,,,,,6,(vco),,,,,,,,,,,,,,,28.5,(vco),,,,,
14/01/1987 09:00,,,6.6,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,6,(vco),,,,,
15/01/1987 09:00,,,3.5,(vco),,,,,,,,,,,,,,,,,,,,,,,10,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,7,(vco),,,,,
16/01/1987 09:00,,,1.2,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
17/01/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
18/01/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
19/01/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
20/01/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
21/01/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
22/01/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
23/01/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
24/01/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
25/01/1987 09:00,,,9.3,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
26/01/1987 09:00,,,10.7,(vco),,,,,,,,,,,,,,,,,,,,,,,9,(vco),,,,,,,12,(vco),,,,,,,,,,,,,,,24.5,(vco),,,,,
27/01/1987 09:00,,,12.3,(vco),,,,,,,,,,,,,,,,,,,,,,,35,(vco),,,,,,,8,(vco),,,,,,,,,,,,,,,32,(vco),,,,,
28/01/1987 09:00,,,14.4,(vco),,,,,,,,,,,,,,,,,,,,,,,20,(vco),,,,,,,2,(vco),,,,,,,,,,,,,,,44,(vco),,,,,
29/01/1987 09:00,,,15.8,(vco),,,,,,,,,,,,,,,,,,,,,,,15,(vco),,,,,,,13,(vco),,,,,,,,,,,,,,,14.5,(vco),,,,,
30/01/1987 09:00,,,17.7,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,10,(vco),,,,,,,,,,,,,,,0.5,(vco),,,,,
31/01/1987 09:00,,,28.9,(vco),,,,,,,,,,,,,,,,,,,,,,,7,(vco),,,,,,,5,(vco),,,,,,,,,,,,,,,4.5,(vco),,,,,
01/02/1987 09:00,,,38.6,(vco),,,,,,,,,,,,,,,,,,,,,,,8.5,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,6.5,(vco),,,,,
02/02/1987 09:00,,,15.9,(vco),,,,,,,,,,,,,,,,,,,,,,,2,(vco),,,,,,,18,(vco),,,,,,,,,,,,,,,53.5,(vco),,,,,
03/02/1987 09:00,,,3.5,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,12.5,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
04/02/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
05/02/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
06/02/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
07/02/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
08/02/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
09/02/1987 09:00,,,12.4,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
10/02/1987 09:00,,,10.8,(vco),,,,,,,,,,,,,,,,,,,,,,,20,(vco),,,,,,,4,(vco),,,,,,,,,,,,,,,16,(vco),,,,,
11/02/1987 09:00,,,17.6,(vco),,,,,,,,,,,,,,,,,,,,,,,37,(vco),,,,,,,15,(vco),,,,,,,,,,,,,,,41,(vco),,,,,
12/02/1987 09:00,,,26.8,(vco),,,,,,,,,,,,,,,,,,,,,,,17,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,9,(vco),,,,,
13/02/1987 09:00,,,17.4,(vco),,,,,,,,,,,,,,,,,,,,,,,7,(vco),,,,,,,3,(vco),,,,,,,,,,,,,,,13,(vco),,,,,
14/02/1987 09:00,,,19.3,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,3.5,(vco),,,,,,,,,,,,,,,2,(vco),,,,,
15/02/1987 09:00,,,24.8,(vco),,,,,,,,,,,,,,,,,,,,,,,2,(vco),,,,,,,1.5,(vco),,,,,,,,,,,,,,,5,(vco),,,,,
16/02/1987 09:00,,,16.5,(vco),,,,,,,,,,,,,,,,,,,,,,,5,(vco),,,,,,,1,(vco),,,,,,,,,,,,,,,6,(vco),,,,,
17/02/1987 09:00,,,13.2,(vco),,,,,,,,,,,,,,,,,,,,,,,30,(vco),,,,,,,1,(vco),,,,,,,,,,,,,,,27,(vco),,,,,
18/02/1987 09:00,,,9.7,(vco),,,,,,,,,,,,,,,,,,,,,,,11,(vco),,,,,,,3.5,(vco),,,,,,,,,,,,,,,14,(vco),,,,,
19/02/1987 09:00,,,6.8,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
20/02/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
21/02/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,7,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
22/02/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
23/02/1987 09:00,,,9.8,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,3.5,(vco),,,,,,,,,,,,,,,2.5,(vco),,,,,
24/02/1987 09:00,,,7.3,(vco),,,,,,,,,,,,,,,,,,,,,,,2,(vco),,,,,,,6,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
25/02/1987 09:00,,,5.9,(vco),,,,,,,,,,,,,,,,,,,,,,,28,(vco),,,,,,,26.5,(vco),,,,,,,,,,,,,,,54,(vco),,,,,
26/02/1987 09:00,,,1.4,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
27/02/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,10,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,27.5,(vco),,,,,
28/02/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,17,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,14.5,(vco),,,,,
01/03/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
02/03/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
03/03/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
04/03/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
05/03/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
06/03/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
07/03/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
08/03/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
09/03/1987 09:00,,,6.7,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,6.5,(vco),,,,,
10/03/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
11/03/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
12/03/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,6,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,3.5,(vco),,,,,
13/03/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,2,(vco),,,,,,,,,,,,,,,8,(vco),,,,,
14/03/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
15/03/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
16/03/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
17/03/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
18/03/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
19/03/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
20/03/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
21/03/1987 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,7,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,6.5,(vco),,,,,
22/03/1987 09:00,,,11.3,(vco),,,,,,,,,,,,,,,,,,,,,,,5,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,5,(vco),,,,,
23/03/1987 09:00,,,16.8,(vco),,,,,,,,,,,,,,,,,,,,,,,4,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,4.5,(vco),,,,,
24/03/1987 09:00,,,38.7,(vco),,,,,,,,,,,,,,,,,,,,,,,10,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,37.5,(vco),,,,,
